p_code;p_caract_3;p_caract_1;grupo_final;nivel_agrupacion;pacientes_p_code;pacientes_p_caract_3;pacientes_p_caract_1
0NSR04Z;0NS;0;rare_sec_0;seccion_rare;1;9;9118
0NSS04Z;0NS;0;rare_sec_0;seccion_rare;1;9;9118
0C9P0ZZ;0C9;0;rare_sec_0;seccion_rare;3;8;9118
0T508ZZ;0T5;0;rare_sec_0;seccion_rare;1;2;9118
0R9L3ZZ;0R9;0;rare_sec_0;seccion_rare;1;3;9118
0DBG8ZX;0DB;0;0DB;categoria_3_char;3;882;9118
0RGQ0ZZ;0RG;0;0RG;categoria_3_char;1;108;9118
03CL3Z6;03C;0;03C;categoria_3_char;1;48;9118
0PPG04Z;0PP;0;rare_sec_0;seccion_rare;1;18;9118
0RU30JZ;0RU;0;rare_sec_0;seccion_rare;2;3;9118
0PRJ07Z;0PR;0;rare_sec_0;seccion_rare;1;7;9118
0CB7XZZ;0CB;0;0CB;categoria_3_char;3;39;9118
0CDWXZ0;0CD;0;0CD;categoria_3_char;1;36;9118
0SSB04Z;0SS;0;rare_sec_0;seccion_rare;1;13;9118
00C63ZZ;00C;0;rare_sec_0;seccion_rare;1;5;9118
037G3DZ;037;0;rare_sec_0;seccion_rare;1;9;9118
0LQS0ZZ;0LQ;0;0LQ;categoria_3_char;2;45;9118
2W3BX1Z;2W3;2;2W3;categoria_3_char;2;26;53
03HB03Z;03H;0;03H;categoria_3_char;1;132;9118
3E013VJ;3E0;3;3E0;categoria_3_char;2;1527;2182
0DBP0ZZ;0DB;0;0DB;categoria_3_char;3;882;9118
0PSH06Z;0PS;0;0PS;categoria_3_char;1;181;9118
0QS906Z;0QS;0;0QS;categoria_3_char;1;304;9118
0S9D3ZX;0S9;0;rare_sec_0;seccion_rare;4;18;9118
0W3J0ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
0R9T3ZX;0R9;0;rare_sec_0;seccion_rare;1;3;9118
DW062ZZ;DW0;D;rare_sec_D;seccion_rare;1;6;33
30243S1;302;3;302;categoria_3_char;1;739;2182
0DBN4ZX;0DB;0;0DB;categoria_3_char;1;882;9118
X2RF032;X2R;X;rare_sec_X;seccion_rare;1;1;1
04VE3DZ;04V;0;04V;categoria_3_char;2;30;9118
0GB20ZX;0GB;0;0GB;categoria_3_char;1;20;9118
0LX70ZZ;0LX;0;rare_sec_0;seccion_rare;1;12;9118
0W9H00Z;0W9;0;0W9;categoria_3_char;1;291;9118
0VB50ZX;0VB;0;0VB;categoria_3_char;1;93;9118
0VQ5XZZ;0VQ;0;rare_sec_0;seccion_rare;1;10;9118
00953ZZ;009;0;009;categoria_3_char;1;99;9118
0DB44ZX;0DB;0;0DB;categoria_3_char;1;882;9118
0DBA4ZX;0DB;0;0DB;categoria_3_char;1;882;9118
04LD0ZZ;04L;0;rare_sec_0;seccion_rare;1;3;9118
2W3DX2Z;2W3;2;2W3;categoria_3_char;2;26;53
3E033WK;3E0;3;3E0;categoria_3_char;1;1527;2182
01N10ZZ;01N;0;01N;categoria_3_char;1;89;9118
B3151ZZ;B31;B;B31;categoria_3_char;1;48;1410
B31C1ZZ;B31;B;B31;categoria_3_char;1;48;1410
0SQ00ZZ;0SQ;0;0SQ;categoria_3_char;1;22;9118
0CBM0ZZ;0CB;0;0CB;categoria_3_char;2;39;9118
0KS64ZZ;0KS;0;rare_sec_0;seccion_rare;1;1;9118
0PB64ZZ;0PB;0;0PB;categoria_3_char;3;23;9118
2W0QX5Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W0RXYZ;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W1RX6Z;2W1;2;rare_sec_2;seccion_rare;2;8;53
2W5RX6Z;2W5;2;rare_sec_2;seccion_rare;1;2;53
0TP530Z;0TP;0;0TP;categoria_3_char;3;57;9118
BD47ZZZ;BD4;B;rare_sec_B;seccion_rare;1;3;1410
0D9R0ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
02RX08Z;02R;0;02R;categoria_3_char;2;75;9118
2W3QX1Z;2W3;2;2W3;categoria_3_char;1;26;53
2W5LX2Z;2W5;2;rare_sec_2;seccion_rare;1;2;53
0DCP8ZZ;0DC;0;0DC;categoria_3_char;2;20;9118
B438ZZZ;B43;B;rare_sec_B;seccion_rare;1;3;1410
0NST04Z;0NS;0;rare_sec_0;seccion_rare;2;9;9118
0CBM4ZX;0CB;0;0CB;categoria_3_char;1;39;9118
0Y6S0Z1;0Y6;0;0Y6;categoria_3_char;1;66;9118
0HTV0ZZ;0HT;0;0HT;categoria_3_char;2;26;9118
0RNK4ZZ;0RN;0;rare_sec_0;seccion_rare;3;12;9118
BF130ZZ;BF1;B;BF1;categoria_3_char;7;87;1410
0JH806Z;0JH;0;0JH;categoria_3_char;1;219;9118
0PBB0ZZ;0PB;0;0PB;categoria_3_char;2;23;9118
0DBM4ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0M514ZZ;0M5;0;rare_sec_0;seccion_rare;1;3;9118
0JX00ZB;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0TC08ZZ;0TC;0;0TC;categoria_3_char;4;35;9118
0TF3XZZ;0TF;0;rare_sec_0;seccion_rare;2;19;9118
DW012ZZ;DW0;D;rare_sec_D;seccion_rare;1;6;33
4A033BC;4A0;4;4A0;categoria_3_char;2;723;2157
04LY4CZ;04L;0;rare_sec_0;seccion_rare;1;3;9118
03CL3ZZ;03C;0;03C;categoria_3_char;1;48;9118
0BBM8ZX;0BB;0;0BB;categoria_3_char;2;91;9118
0PRB0KZ;0PR;0;rare_sec_0;seccion_rare;1;7;9118
B3161ZZ;B31;B;B31;categoria_3_char;1;48;1410
0BB38ZZ;0BB;0;0BB;categoria_3_char;2;91;9118
047K0DZ;047;0;047;categoria_3_char;1;164;9118
06LY3ZC;06L;0;rare_sec_0;seccion_rare;2;13;9118
0DBQ8ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0KXJ0Z2;0KX;0;rare_sec_0;seccion_rare;1;9;9118
04QJ0ZZ;04Q;0;rare_sec_0;seccion_rare;1;5;9118
0W3H0ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
0QB80ZZ;0QB;0;0QB;categoria_3_char;1;187;9118
0PSC34Z;0PS;0;0PS;categoria_3_char;2;181;9118
0WPG4JZ;0WP;0;0WP;categoria_3_char;1;22;9118
0J8F0ZZ;0J8;0;rare_sec_0;seccion_rare;1;5;9118
2W03X4Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W04X4Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W05X4Z;2W0;2;rare_sec_2;seccion_rare;2;4;53
2W0CX4Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W2CX4Z;2W2;2;rare_sec_2;seccion_rare;2;10;53
02JY3ZZ;02J;0;rare_sec_0;seccion_rare;1;1;9118
CP151ZZ;CP1;C;rare_sec_C;seccion_rare;1;15;34
CP1C1ZZ;CP1;C;rare_sec_C;seccion_rare;1;15;34
DP0C2ZZ;DP0;D;rare_sec_D;seccion_rare;1;10;33
0D5W4ZZ;0D5;0;0D5;categoria_3_char;1;36;9118
067G3DZ;067;0;rare_sec_0;seccion_rare;1;4;9118
02HL0KZ;02H;0;02H;categoria_3_char;1;237;9118
GZB4ZZZ;GZB;G;rare_sec_G;seccion_rare;1;1;1
0LQP3ZZ;0LQ;0;0LQ;categoria_3_char;1;45;9118
0DQ98ZZ;0DQ;0;0DQ;categoria_3_char;2;49;9118
CG121ZZ;CG1;C;rare_sec_C;seccion_rare;2;2;34
0DCN8ZZ;0DC;0;0DC;categoria_3_char;1;20;9118
4A0ZXQZ;4A0;4;4A0;categoria_3_char;2;723;2157
09BA0ZZ;09B;0;09B;categoria_3_char;1;63;9118
0DBB8ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
B4171ZZ;B41;B;B41;categoria_3_char;1;39;1410
0LBT0ZZ;0LB;0;0LB;categoria_3_char;1;83;9118
07B74ZZ;07B;0;07B;categoria_3_char;1;172;9118
0BT94ZZ;0BT;0;0BT;categoria_3_char;1;20;9118
0BTB4ZZ;0BT;0;0BT;categoria_3_char;2;20;9118
047M34Z;047;0;047;categoria_3_char;1;164;9118
0RG60K1;0RG;0;0RG;categoria_3_char;1;108;9118
0J9600Z;0J9;0;0J9;categoria_3_char;2;38;9118
B438YZZ;B43;B;rare_sec_B;seccion_rare;1;3;1410
0UH97HZ;0UH;0;rare_sec_0;seccion_rare;1;1;9118
0MUR07Z;0MU;0;0MU;categoria_3_char;1;86;9118
0RNH4ZZ;0RN;0;rare_sec_0;seccion_rare;1;12;9118
0MQT3ZZ;0MQ;0;0MQ;categoria_3_char;1;34;9118
0BBB4ZZ;0BB;0;0BB;categoria_3_char;1;91;9118
06LJ3ZZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
0DN84ZZ;0DN;0;0DN;categoria_3_char;3;28;9118
0FJ44ZZ;0FJ;0;0FJ;categoria_3_char;2;20;9118
0HBJXZX;0HB;0;0HB;categoria_3_char;3;206;9118
0YBN0ZZ;0YB;0;rare_sec_0;seccion_rare;1;7;9118
0JB50ZZ;0JB;0;0JB;categoria_3_char;1;103;9118
065P3ZZ;065;0;rare_sec_0;seccion_rare;2;3;9118
06DY3ZZ;06D;0;rare_sec_0;seccion_rare;1;3;9118
0GBR0ZZ;0GB;0;0GB;categoria_3_char;1;20;9118
0QRL07Z;0QR;0;rare_sec_0;seccion_rare;1;3;9118
06L34ZZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
08BR0ZZ;08B;0;rare_sec_0;seccion_rare;1;2;9118
0F9D8ZZ;0F9;0;0F9;categoria_3_char;1;46;9118
10A07Z6;10A;1;rare_sec_1;seccion_rare;2;4;1060
0B9K8ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
0HQDXZZ;0HQ;0;0HQ;categoria_3_char;2;102;9118
04CJ3ZZ;04C;0;04C;categoria_3_char;2;26;9118
04CL3ZZ;04C;0;04C;categoria_3_char;1;26;9118
04CQ3ZZ;04C;0;04C;categoria_3_char;1;26;9118
04CS3ZZ;04C;0;04C;categoria_3_char;1;26;9118
04CU3ZZ;04C;0;04C;categoria_3_char;1;26;9118
3E05317;3E0;3;3E0;categoria_3_char;2;1527;2182
0SPN04Z;0SP;0;0SP;categoria_3_char;1;39;9118
B30RZZZ;B30;B;rare_sec_B;seccion_rare;1;2;1410
0QBL0ZZ;0QB;0;0QB;categoria_3_char;2;187;9118
0SGF04Z;0SG;0;0SG;categoria_3_char;1;99;9118
057F3DZ;057;0;rare_sec_0;seccion_rare;1;3;9118
0LQN0ZZ;0LQ;0;0LQ;categoria_3_char;6;45;9118
DP083ZZ;DP0;D;rare_sec_D;seccion_rare;1;10;33
0JQR0ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
00CC0ZZ;00C;0;rare_sec_0;seccion_rare;1;5;9118
00P600Z;00P;0;rare_sec_0;seccion_rare;1;4;9118
0PS904Z;0PS;0;0PS;categoria_3_char;1;181;9118
0H9BXZZ;0H9;0;0H9;categoria_3_char;1;28;9118
0LJX0ZZ;0LJ;0;rare_sec_0;seccion_rare;2;3;9118
065Q3ZZ;065;0;rare_sec_0;seccion_rare;2;3;9118
0V5SXZZ;0V5;0;rare_sec_0;seccion_rare;1;2;9118
0HR3X73;0HR;0;0HR;categoria_3_char;1;92;9118
097F7ZZ;097;0;rare_sec_0;seccion_rare;1;1;9118
0VBJ0ZZ;0VB;0;0VB;categoria_3_char;1;93;9118
0VBQ0ZZ;0VB;0;0VB;categoria_3_char;1;93;9118
041J0JD;041;0;041;categoria_3_char;1;123;9118
0B9J3ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
0DP68UZ;0DP;0;0DP;categoria_3_char;1;31;9118
3E0D76Z;3E0;3;3E0D76Z;codigo_completo;10;1527;2182
0US04ZZ;0US;0;rare_sec_0;seccion_rare;1;5;9118
0MN1XZZ;0MN;0;rare_sec_0;seccion_rare;1;1;9118
BR33YZZ;BR3;B;rare_sec_B;seccion_rare;1;3;1410
0PSJ34Z;0PS;0;0PS;categoria_3_char;2;181;9118
0LBS0ZZ;0LB;0;0LB;categoria_3_char;1;83;9118
0B9C8ZX;0B9;0;0B9;categoria_3_char;3;111;9118
0BBC3ZX;0BB;0;0BB;categoria_3_char;2;91;9118
0VJD0ZZ;0VJ;0;rare_sec_0;seccion_rare;1;1;9118
0LJY0ZZ;0LJ;0;rare_sec_0;seccion_rare;1;3;9118
02RW0JZ;02R;0;02R;categoria_3_char;1;75;9118
08QSXZZ;08Q;0;rare_sec_0;seccion_rare;1;3;9118
0HRGX74;0HR;0;0HR;categoria_3_char;1;92;9118
0X6P0Z2;0X6;0;rare_sec_0;seccion_rare;1;2;9118
0X6P0Z3;0X6;0;rare_sec_0;seccion_rare;1;2;9118
0X6T0Z2;0X6;0;rare_sec_0;seccion_rare;1;2;9118
0X6T0Z3;0X6;0;rare_sec_0;seccion_rare;1;2;9118
2W21X4Z;2W2;2;rare_sec_2;seccion_rare;2;10;53
2W2FX4Z;2W2;2;rare_sec_2;seccion_rare;1;10;53
0CBS8ZZ;0CB;0;0CB;categoria_3_char;1;39;9118
0UPD7CZ;0UP;0;rare_sec_0;seccion_rare;1;12;9118
30243L1;302;3;302;categoria_3_char;1;739;2182
0JCN0ZZ;0JC;0;rare_sec_0;seccion_rare;1;8;9118
0J9L3ZX;0J9;0;0J9;categoria_3_char;1;38;9118
0PP904Z;0PP;0;rare_sec_0;seccion_rare;1;18;9118
0RGA3A1;0RG;0;0RG;categoria_3_char;1;108;9118
0QN00ZZ;0QN;0;rare_sec_0;seccion_rare;1;1;9118
B41B1ZZ;B41;B;B41;categoria_3_char;1;39;1410
047D3ZZ;047;0;047;categoria_3_char;1;164;9118
0BJL4ZZ;0BJ;0;0BJ;categoria_3_char;1;54;9118
0LQ40ZZ;0LQ;0;0LQ;categoria_3_char;1;45;9118
4A0239Z;4A0;4;4A0;categoria_3_char;1;723;2157
0UB44ZZ;0UB;0;0UB;categoria_3_char;2;58;9118
07B00ZX;07B;0;07B;categoria_3_char;1;172;9118
0DBP4ZX;0DB;0;0DB;categoria_3_char;1;882;9118
04L33DZ;04L;0;rare_sec_0;seccion_rare;1;3;9118
09BR4ZX;09B;0;09B;categoria_3_char;2;63;9118
0W9330Z;0W9;0;0W9;categoria_3_char;1;291;9118
00N00ZZ;00N;0;00N;categoria_3_char;1;89;9118
0FU93JZ;0FU;0;rare_sec_0;seccion_rare;1;1;9118
2W01X4Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
2W0NX4Z;2W0;2;rare_sec_2;seccion_rare;1;4;53
4A0ZX6Z;4A0;4;4A0;categoria_3_char;1;723;2157
0B9N3ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
0QPH35Z;0QP;0;0QP;categoria_3_char;2;78;9118
0VBL0ZZ;0VB;0;0VB;categoria_3_char;1;93;9118
0D20XYZ;0D2;0;rare_sec_0;seccion_rare;1;6;9118
4A0B7GZ;4A0;4;4A0;categoria_3_char;1;723;2157
0QP734Z;0QP;0;0QP;categoria_3_char;1;78;9118
0VQ70ZZ;0VQ;0;rare_sec_0;seccion_rare;1;10;9118
0CTX0Z0;0CT;0;0CT;categoria_3_char;1;44;9118
0HB2XZZ;0HB;0;0HB;categoria_3_char;1;206;9118
0JB73ZZ;0JB;0;0JB;categoria_3_char;1;103;9118
3E0S3NZ;3E0;3;3E0;categoria_3_char;1;1527;2182
0Y6N0ZB;0Y6;0;0Y6;categoria_3_char;2;66;9118
0Y6N0ZC;0Y6;0;0Y6;categoria_3_char;1;66;9118
0Y6N0ZD;0Y6;0;0Y6;categoria_3_char;1;66;9118
0Y6N0ZF;0Y6;0;0Y6;categoria_3_char;1;66;9118
0TFB8ZZ;0TF;0;rare_sec_0;seccion_rare;3;19;9118
3E0S3GC;3E0;3;3E0;categoria_3_char;3;1527;2182
4A120FZ;4A1;4;4A1;categoria_3_char;1;1367;2157
041K09M;041;0;041;categoria_3_char;1;123;9118
0PSF34Z;0PS;0;0PS;categoria_3_char;1;181;9118
0D870ZZ;0D8;0;rare_sec_0;seccion_rare;3;11;9118
3E1H38Z;3E1;3;3E1;categoria_3_char;1;63;2182
BW41ZZZ;BW4;B;rare_sec_B;seccion_rare;1;3;1410
0N9V00Z;0N9;0;rare_sec_0;seccion_rare;1;3;9118
00JU0ZZ;00J;0;rare_sec_0;seccion_rare;1;1;9118
0J970ZZ;0J9;0;0J9;categoria_3_char;4;38;9118
0SG30Z1;0SG;0;0SG;categoria_3_char;2;99;9118
0LSQ0ZZ;0LS;0;rare_sec_0;seccion_rare;1;2;9118
0LM40ZZ;0LM;0;rare_sec_0;seccion_rare;2;19;9118
0B21XFZ;0B2;0;rare_sec_0;seccion_rare;2;5;9118
0HD4XZZ;0HD;0;rare_sec_0;seccion_rare;1;11;9118
09B50ZZ;09B;0;09B;categoria_3_char;2;63;9118
0SG10A1;0SG;0;0SG;categoria_3_char;1;99;9118
079D4ZX;079;0;rare_sec_0;seccion_rare;1;17;9118
0F9G4ZX;0F9;0;0F9;categoria_3_char;1;46;9118
0S9B3ZZ;0S9;0;rare_sec_0;seccion_rare;1;18;9118
0MB33ZX;0MB;0;0MB;categoria_3_char;1;33;9118
0MB43ZX;0MB;0;0MB;categoria_3_char;1;33;9118
0SBD3ZX;0SB;0;0SB;categoria_3_char;1;232;9118
0D9V3ZX;0D9;0;0D9;categoria_3_char;1;104;9118
0SPB04Z;0SP;0;0SP;categoria_3_char;1;39;9118
0DB30ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0JPT3WZ;0JP;0;0JP;categoria_3_char;2;48;9118
0UT28ZZ;0UT;0;0UT;categoria_3_char;1;195;9118
09JY4ZZ;09J;0;rare_sec_0;seccion_rare;1;2;9118
0CB3XZX;0CB;0;0CB;categoria_3_char;1;39;9118
0CJY8ZZ;0CJ;0;rare_sec_0;seccion_rare;4;8;9118
0C5M8ZZ;0C5;0;rare_sec_0;seccion_rare;1;10;9118
0TF6XZZ;0TF;0;rare_sec_0;seccion_rare;2;19;9118
0DBF8ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
06L34CZ;06L;0;rare_sec_0;seccion_rare;3;13;9118
BF35YZZ;BF3;B;rare_sec_B;seccion_rare;2;2;1410
0QPGX5Z;0QP;0;0QP;categoria_3_char;1;78;9118
0SP904Z;0SP;0;0SP;categoria_3_char;1;39;9118
0H85XZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H86XZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H87XZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8BXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8CXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8DXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8EXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8HXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8JXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8KXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0H8LXZZ;0H8;0;rare_sec_0;seccion_rare;1;2;9118
0C5T8ZZ;0C5;0;rare_sec_0;seccion_rare;1;10;9118
0C5V8ZZ;0C5;0;rare_sec_0;seccion_rare;2;10;9118
0CBT8ZX;0CB;0;0CB;categoria_3_char;2;39;9118
0CBV8ZX;0CB;0;0CB;categoria_3_char;1;39;9118
0W9L30Z;0W9;0;0W9;categoria_3_char;1;291;9118
0UBG4ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
039B3ZZ;039;0;039;categoria_3_char;1;173;9118
0JWT0MZ;0JW;0;rare_sec_0;seccion_rare;1;3;9118
089X00Z;089;0;rare_sec_0;seccion_rare;1;5;9118
0N830ZZ;0N8;0;rare_sec_0;seccion_rare;1;4;9118
0N840ZZ;0N8;0;rare_sec_0;seccion_rare;1;4;9118
0VNSXZZ;0VN;0;rare_sec_0;seccion_rare;1;7;9118
09QR0ZZ;09Q;0;09Q;categoria_3_char;1;94;9118
0PBG0ZZ;0PB;0;0PB;categoria_3_char;1;23;9118
0D998ZX;0D9;0;0D9;categoria_3_char;1;104;9118
0PSH36Z;0PS;0;0PS;categoria_3_char;2;181;9118
0PSK36Z;0PS;0;0PS;categoria_3_char;2;181;9118
0L9P0ZZ;0L9;0;rare_sec_0;seccion_rare;1;3;9118
3E0R3GC;3E0;3;3E0;categoria_3_char;2;1527;2182
0L970ZZ;0L9;0;rare_sec_0;seccion_rare;2;3;9118
0PSPXZZ;0PS;0;0PS;categoria_3_char;1;181;9118
06L24CZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
02VX3DZ;02V;0;rare_sec_0;seccion_rare;1;2;9118
04140Z3;041;0;041;categoria_3_char;1;123;9118
041C0Z1;041;0;041;categoria_3_char;1;123;9118
041C0Z2;041;0;041;categoria_3_char;1;123;9118
04WY3DZ;04W;0;rare_sec_0;seccion_rare;1;1;9118
0PHH04Z;0PH;0;rare_sec_0;seccion_rare;1;6;9118
0DQP0ZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
0TF4XZZ;0TF;0;rare_sec_0;seccion_rare;2;19;9118
0TP580Z;0TP;0;0TP;categoria_3_char;1;57;9118
0TQC8ZZ;0TQ;0;rare_sec_0;seccion_rare;1;11;9118
0J983ZZ;0J9;0;0J9;categoria_3_char;2;38;9118
BH49ZZZ;BH4;B;rare_sec_B;seccion_rare;1;4;1410
0Y6N0Z8;0Y6;0;0Y6;categoria_3_char;1;66;9118
0HUV0JZ;0HU;0;rare_sec_0;seccion_rare;1;3;9118
2W3EX2Z;2W3;2;2W3;categoria_3_char;1;26;53
0NST34Z;0NS;0;rare_sec_0;seccion_rare;1;9;9118
06L23CZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
0WQ20ZZ;0WQ;0;0WQ;categoria_3_char;1;165;9118
0D5N8ZZ;0D5;0;0D5;categoria_3_char;1;36;9118
30233Y0;302;3;302;categoria_3_char;1;739;2182
0PSN04Z;0PS;0;0PS;categoria_3_char;1;181;9118
0CB3XZZ;0CB;0;0CB;categoria_3_char;1;39;9118
0UT08ZZ;0UT;0;0UT;categoria_3_char;1;195;9118
0RPJ0JZ;0RP;0;rare_sec_0;seccion_rare;3;11;9118
0RRJ0J7;0RR;0;0RR;categoria_3_char;1;45;9118
0QSR04Z;0QS;0;0QS;categoria_3_char;1;304;9118
047W3ZZ;047;0;047;categoria_3_char;1;164;9118
07BD0ZX;07B;0;07B;categoria_3_char;1;172;9118
0GB30ZZ;0GB;0;0GB;categoria_3_char;1;20;9118
0CN4XZZ;0CN;0;rare_sec_0;seccion_rare;1;1;9118
025K3ZZ;025;0;025;categoria_3_char;1;83;9118
0JQP0ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
DW021ZZ;DW0;D;rare_sec_D;seccion_rare;1;6;33
0H9DXZX;0H9;0;0H9;categoria_3_char;1;28;9118
0H9GXZX;0H9;0;0H9;categoria_3_char;1;28;9118
6A550Z1;6A5;6;rare_sec_6;seccion_rare;1;7;72
0PHG04Z;0PH;0;rare_sec_0;seccion_rare;1;6;9118
0DQ44ZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
0PP004Z;0PP;0;rare_sec_0;seccion_rare;1;18;9118
0DTB4ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
0DTH4ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
0HRTXKZ;0HR;0;0HR;categoria_3_char;1;92;9118
03H533Z;03H;0;03H;categoria_3_char;1;132;9118
0BBN3ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0F9980Z;0F9;0;0F9;categoria_3_char;2;46;9118
0Q8G4ZZ;0Q8;0;0Q8;categoria_3_char;1;50;9118
0D798ZZ;0D7;0;0D7;categoria_3_char;1;20;9118
0Q8H4ZZ;0Q8;0;0Q8;categoria_3_char;1;50;9118
DP091ZZ;DP0;D;rare_sec_D;seccion_rare;2;10;33
04HY33Z;04H;0;04H;categoria_3_char;2;27;9118
6A651ZZ;6A6;6;6A6;categoria_3_char;1;32;72
0B9130Z;0B9;0;0B9;categoria_3_char;1;111;9118
0BP13FZ;0BP;0;rare_sec_0;seccion_rare;1;8;9118
0D1A4J4;0D1;0;0D1;categoria_3_char;1;166;9118
3E0H36Z;3E0;3;3E0;categoria_3_char;2;1527;2182
0D768ZZ;0D7;0;0D7;categoria_3_char;1;20;9118
0QHG35Z;0QH;0;rare_sec_0;seccion_rare;1;13;9118
30243H1;302;3;302;categoria_3_char;1;739;2182
0QWG04Z;0QW;0;rare_sec_0;seccion_rare;1;2;9118
03Q90ZZ;03Q;0;rare_sec_0;seccion_rare;2;4;9118
0LQ50ZZ;0LQ;0;0LQ;categoria_3_char;1;45;9118
0NSTXZZ;0NS;0;rare_sec_0;seccion_rare;1;9;9118
B543ZZA;B54;B;rare_sec_B;seccion_rare;1;2;1410
0QPM35Z;0QP;0;0QP;categoria_3_char;1;78;9118
0QSM35Z;0QS;0;0QS;categoria_3_char;1;304;9118
0PSH34Z;0PS;0;0PS;categoria_3_char;2;181;9118
0QBK0ZZ;0QB;0;0QB;categoria_3_char;1;187;9118
0QSK05Z;0QS;0;0QS;categoria_3_char;1;304;9118
0D1K0Z4;0D1;0;0D1;categoria_3_char;1;166;9118
0W3K0ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
3E0T3CZ;3E0;3;3E0;categoria_3_char;1;1527;2182
0T908ZZ;0T9;0;0T9;categoria_3_char;1;327;9118
009U30Z;009;0;009;categoria_3_char;1;99;9118
02VW3DZ;02V;0;rare_sec_0;seccion_rare;1;2;9118
04QK3ZZ;04Q;0;rare_sec_0;seccion_rare;1;5;9118
0JH639Z;0JH;0;0JH;categoria_3_char;2;219;9118
099T40Z;099;0;099;categoria_3_char;1;87;9118
0HHV0NZ;0HH;0;rare_sec_0;seccion_rare;1;1;9118
0XHD33Z;0XH;0;rare_sec_0;seccion_rare;1;1;9118
0NR50JZ;0NR;0;rare_sec_0;seccion_rare;1;3;9118
00HU3MZ;00H;0;rare_sec_0;seccion_rare;2;4;9118
00BM0ZZ;00B;0;00B;categoria_3_char;2;30;9118
0SBH4ZZ;0SB;0;0SB;categoria_3_char;1;232;9118
0UBM0ZX;0UB;0;0UB;categoria_3_char;1;58;9118
09Q60ZZ;09Q;0;09Q;categoria_3_char;1;94;9118
0D1A4Z4;0D1;0;0D1;categoria_3_char;1;166;9118
0W9G4ZZ;0W9;0;0W9;categoria_3_char;2;291;9118
0QB70ZX;0QB;0;0QB;categoria_3_char;1;187;9118
0UB64ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
0WBH4ZZ;0WB;0;rare_sec_0;seccion_rare;1;14;9118
B240ZZZ;B24;B;B24;categoria_3_char;1;347;1410
0QSP34Z;0QS;0;0QS;categoria_3_char;1;304;9118
0JQ00ZZ;0JQ;0;0JQ;categoria_3_char;2;40;9118
0TQ40ZZ;0TQ;0;rare_sec_0;seccion_rare;1;11;9118
0B9C3ZX;0B9;0;0B9;categoria_3_char;1;111;9118
037434Z;037;0;rare_sec_0;seccion_rare;1;9;9118
0SPV0JZ;0SP;0;0SP;categoria_3_char;1;39;9118
0SRV0J9;0SR;0;0SR;categoria_3_char;1;525;9118
0RRK0JZ;0RR;0;0RR;categoria_3_char;1;45;9118
0B9M7ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
0HQRXZZ;0HQ;0;0HQ;categoria_3_char;1;102;9118
0Y6M0Z8;0Y6;0;0Y6;categoria_3_char;1;66;9118
0BC58ZZ;0BC;0;rare_sec_0;seccion_rare;1;3;9118
0JQH0ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
