segmento,precision,recall,thresholds
global,0.17128773875539124,0.996415770609319,0.007251287
global,0.17139334155363747,0.996415770609319,0.007264387
global,0.17160493827160495,0.996415770609319,0.0072775246
global,0.17171093267449042,0.996415770609319,0.007295377
global,0.17181705809641531,0.996415770609319,0.0073013674
global,0.17192331478045764,0.996415770609319,0.0073032584
global,0.17202970297029702,0.996415770609319,0.007312488
global,0.1721362229102167,0.996415770609319,0.007331841
global,0.17224287484510534,0.996415770609319,0.0073700803
global,0.17234965902045876,0.996415770609319,0.007374903
global,0.17245657568238212,0.996415770609319,0.0074228514
global,0.17288557213930347,0.996415770609319,0.0074311085
global,0.1729931549471064,0.996415770609319,0.0074576675
global,0.17310087173100872,0.996415770609319,0.007506353
global,0.17320872274143304,0.996415770609319,0.0075275768
global,0.17331670822942644,0.996415770609319,0.007544342
global,0.17342482844666252,0.996415770609319,0.0076005226
global,0.1735330836454432,0.996415770609319,0.0076408572
global,0.1736414740787008,0.996415770609319,0.0077047595
global,0.17375,0.996415770609319,0.0077094347
global,0.1739674593241552,0.996415770609319,0.0077258376
global,0.17407639323731997,0.996415770609319,0.0077282037
global,0.17418546365914786,0.996415770609319,0.0077549494
global,0.174294670846395,0.996415770609319,0.0077618547
global,0.17440401505646172,0.996415770609319,0.007765447
global,0.17451349654739484,0.996415770609319,0.0077712806
global,0.17462311557788945,0.996415770609319,0.007782362
global,0.17473287240729102,0.996415770609319,0.00778567
global,0.17484276729559747,0.996415770609319,0.007793653
global,0.1749528005034613,0.996415770609319,0.007865257
global,0.17506297229219145,0.996415770609319,0.007929636
global,0.1751732829237555,0.996415770609319,0.007960458
global,0.17528373266078184,0.996415770609319,0.007985486
global,0.1753943217665615,0.996415770609319,0.007991899
global,0.1755050505050505,0.996415770609319,0.008014977
global,0.17561591914087177,0.996415770609319,0.008045177
global,0.17572692793931732,0.996415770609319,0.0080575505
global,0.17583807716635041,0.996415770609319,0.008069499
global,0.1759493670886076,0.996415770609319,0.008070667
global,0.17606079797340088,0.996415770609319,0.008072569
global,0.1761723700887199,0.996415770609319,0.008123498
global,0.17628408370323398,0.996415770609319,0.008155153
global,0.17639593908629442,0.996415770609319,0.008166956
global,0.1765079365079365,0.996415770609319,0.008199263
global,0.17662007623888182,0.996415770609319,0.008231262
global,0.17673235855054037,0.996415770609319,0.008243704
global,0.17684478371501272,0.996415770609319,0.008258251
global,0.1769573520050923,0.996415770609319,0.00827204
global,0.1770700636942675,0.996415770609319,0.008300146
global,0.17718291905672404,0.996415770609319,0.008306232
global,0.17729591836734693,0.996415770609319,0.008426227
global,0.17740906190172304,0.996415770609319,0.008427705
global,0.17752234993614305,0.996415770609319,0.008456628
global,0.17763578274760383,0.996415770609319,0.008492628
global,0.17774936061381075,0.996415770609319,0.008508386
global,0.17786308381317978,0.996415770609319,0.008555815
global,0.17797695262483995,0.996415770609319,0.008572653
global,0.1780909673286355,0.996415770609319,0.0085761435
